1,0,Laptop,MacBook Pro,Apple's highest-end laptop,1599.99,https://www.google.com/,4,true,4.8
2,0,Knife,Butterfly Knife,Do cool tricks with this traditional knife!,99.99,https://www.google.com/,17,true,3.1
3,0,Phone,iPhone 14 Pro Max,The latest and greatest telecommunications from Apple,1199.99,https://www.google.com/,0,false,5.0
4,0,Chair,IKEA Supreme Chair,Cheap and affordable,39.99,https://www.google.com/,78,true,1.9
5,0,Glasses,Mildly Blind,For those with a little difficulty seeing,89.89,https://www.google.com/,2,true,4.0
6,0,Hose,GardenMaster,Moves more water than physically possible,59.99,https://www.google.com/,793,true,4.8
7,0,Bottle,HydroFlask,Overpriced!,49.99,https://www.google.com/,13,true,2.3
8,0,Carpet,Bryan Center Carpet,Stolen directly from Duke's Bryan Center,1.99,https://www.google.com/,1,true,5.0
9,0,Paper,Premium Construction Paper,Not to be used in any construction projects,9.99,https://www.google.com/,2341,true,3.4
10,0,Ball,Soccer Ball,Generic soccer ball for soccering,29.99,https://www.google.com/,50,true,4.5
11,0,Laptop,Dell XPS,Dell's premium laptop offering,1399.99,https://www.google.com/,5,true,4.8
12,0,Knife,Cleaver,For chopping apart large pieces of meat,99.99,https://www.google.com/,78,true,4.3
13,0,Phone,iPhone 13 Pro Max,Last year's model now completely outdated and useless,999.99,https://www.google.com/,578,true,4.8
14,0,Chair,Gilded Chair,Covered with gold to flaunt your wealth,29999.99,https://www.google.com/,1,true,1.0
15,0,Glasses,Extremely Blind,For those who basically can't see,100.00,https://www.google.com/,5,true,4.5
16,0,Hose,Champion Hose,Moves even more water than the GardenMaster!,99.99,https://www.google.com/,841,true,3.3
17,0,Bottle,CamelBak,Plastic and fantastic,19.99,https://www.google.com/,891,true,4.9
18,0,Carpet,Generic Patterned Carpet,Doesn't get more boring than this,0.99,https://www.google.com/,31841,true,1.0
19,0,Paper,Printer Paper,Plain and not insane!,5.99,https://www.google.com/,591031,true,5.0
20,0,Ball,Basket Ball,Basketball for basketballing,39.99,https://www.google.com/,19,true,4.5
